stamp_sec,topic,type,value
1774015539.7132826,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,26
1774015539.7135935,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,10484
1774015539.7137678,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,62.456634521484375
1774015539.8262372,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,27
1774015539.8264172,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,10456
1774015539.8265345,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,62.17182922363281
1774015540.122927,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,44
1774015540.12329,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,20352
1774015540.1234963,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,126.5827865600586
1774015540.3479714,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,44
1774015540.3481562,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,20310
1774015540.348347,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,123.30779266357422
1774015540.582198,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,45
1774015540.5824533,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,20174
1774015540.5826888,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,125.27125549316406
1774015540.8245873,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,44
1774015540.8248096,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19927
1774015540.8249543,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,123.45838165283203
1774015541.0510767,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,43
1774015541.051335,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19952
1774015541.0515332,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,121.41313171386719
1774015541.274415,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,40
1774015541.2746685,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19837
1774015541.2748399,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,121.02696228027344
1774015541.5057206,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,46
1774015541.5060682,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19788
1774015541.5063019,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,125.98243713378906
1774015541.7386694,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,46
1774015541.738927,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19863
1774015541.7391672,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,128.8611602783203
1774015541.9571147,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,42
1774015541.9572952,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,19936
1774015541.9573894,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,125.44554901123047
1774015542.1854181,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,45
1774015542.1857045,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,20006
1774015542.185832,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,126.97374725341797
1774015542.589285,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,70
1774015542.589486,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,30140
1774015542.5896063,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,191.44546508789062
1774015542.9233077,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,77
1774015542.9236188,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,30119
1774015542.9237623,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,188.18544006347656
1774015543.25753,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,70
1774015543.2577438,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,30092
1774015543.2579377,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,186.14376831054688
1774015544.2553606,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,81
1774015544.255572,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,40674
1774015544.255739,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,253.8179931640625
1774015544.7090604,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,74
1774015544.7092621,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,40640
1774015544.7094166,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,249.52713012695312
1774015545.1802776,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,73
1774015545.1804633,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,40653
1774015545.1805933,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,259.81976318359375
1774015545.6281872,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,84
1774015545.628402,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,40513
1774015545.6285315,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,254.38063049316406
1774015546.0946033,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,79
1774015546.094817,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,40700
1774015546.095013,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,259.6980285644531
1774015546.557524,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,80
