stamp_sec,topic,type,value
1773926631.696601,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,31
1773926631.8708265,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,38
1773926632.0426755,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,37
1773926632.2110043,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,29
1773926632.3782384,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,31
1773926632.5482285,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,36
1773926632.6912007,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,22
1773926632.6913993,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926632.6915512,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,199.67623901367188
1773926632.7256224,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,36
1773926632.785112,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,28
1773926632.896617,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,21
1773926632.8969045,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926632.8970566,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,204.02572631835938
1773926632.9041,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,37
1773926632.9051359,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,34
1773926632.9052873,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926632.9054065,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,176.89291381835938
1773926632.97358,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,28
1773926633.0791955,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,32
1773926633.0794697,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.0797012,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,172.21450805664062
1773926633.0888402,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,33
1773926633.1057646,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,22
1773926633.1059797,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926633.106141,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,208.40565490722656
1773926633.1710684,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,28
1773926633.253834,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,32
1773926633.2540677,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.2542357,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,173.92286682128906
1773926633.2658155,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,33
1773926633.3197849,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,23
1773926633.3199975,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926633.3201475,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,213.17654418945312
1773926633.3517897,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,29
1773926633.4281373,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,30
1773926633.4283926,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.4285693,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,173.71865844726562
1773926633.4410214,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,39
1773926633.5293443,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,21
1773926633.5295844,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926633.5297766,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,208.62962341308594
1773926633.5379257,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,32
1773926633.6055226,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,36
1773926633.605781,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.6059406,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,176.75534057617188
1773926633.62242,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,32
1773926633.7333357,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,21
1773926633.7335386,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926633.7337012,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,203.41119384765625
1773926633.7342696,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,31
1773926633.7770703,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,35
1773926633.7773378,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.7775111,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,170.87100219726562
1773926633.8015392,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,35
1773926633.9221847,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,28
1773926633.9412153,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,24
1773926633.9414272,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926633.9415748,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,207.154296875
1773926633.9646297,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,31
1773926633.9649365,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926633.9651027,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,186.7830047607422
1773926633.9783943,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,32
1773926634.1082659,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,28
1773926634.141999,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,22
1773926634.1422114,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926634.1423793,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,200.0633544921875
1773926634.1437545,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,30
1773926634.1438947,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926634.1440098,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,178.68284606933594
1773926634.1553032,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,39
1773926634.2895525,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,32
1773926634.3138745,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,34
1773926634.3141031,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926634.3142793,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,169.15438842773438
1773926634.3311567,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,24
1773926634.331385,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926634.3315704,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,188.37997436523438
1773926634.3327873,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,32
1773926634.4709744,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,30
1773926634.502182,/metrics/pcl/back/detections_count,std_msgs/msg/Int32,33
1773926634.5023773,/metrics/pcl/back/points_in,std_msgs/msg/Int32,22152
1773926634.5025373,/metrics/pcl/back/processing_ms,std_msgs/msg/Float32,187.60971069335938
1773926634.506001,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,34
1773926634.538097,/metrics/pcl/left/detections_count,std_msgs/msg/Int32,20
1773926634.5383284,/metrics/pcl/left/points_in,std_msgs/msg/Int32,22152
1773926634.5384996,/metrics/pcl/left/processing_ms,std_msgs/msg/Float32,206.22779846191406
